"Id","Sentiment","Text"
310,"neutral","kejap tunggakan kos guaman sejak zaman tun m kejap sebab nak beli hartanah kamu ingat rakyat bodoh ke "
311,"neutral","krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund "
312,"neutral","hi saya pendiam orgnya tak bising komfem kamu bosan haha"
313,"neutral","oke nder opini diterima karena kamu lebih ngehargai dan minat streaming kalau minta tolong daripa "
314,"neutral","bila cg intai kertas exam masa kau buat "
315,"neutral","kenapa ramai cakap tumblr tempat porn aku pernah bukak apps tu takda pun jumpa benda lucah jumpa gambar cantik quotes "
316,"neutral","kamu punya berapa banyak topiatu "
317,"neutral","kalau itu misi kamu letaklah jawatan sebagai menteri dan mp this is exactly the problem you're supposed to serve all mala "
318,"neutral","rlt lahkrg udh ada ginian ya allah ini ygelalu akuebut dalam doa dari dulu ketika 2 temanku asik nonton oppa tapi a "
319,"neutral","pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang "
320,"neutral","kalau rindu aku nak bagitahu ni whatsapp aku masih berfungsi dengan baik tau aku jarang bagi bluetick kat orang melai "
321,"neutral","sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt "
322,"neutral","ini udah aku bajuin cocok gaa "
323,"neutral","wohh mlayu wakakkakakkaka untung aku raseneng dangdut "
324,"neutral","aku anak imut '3' kamu "
325,"neutral","astaga hai aku stiky 96l masih bayi juga "
326,"neutral","dah naik sem 3 ni baru lah sedar pros belajar property management ni baru lah nampak mana hala tuju aku "
327,"neutral","baca replies je terus jumpa tuan punya badan urm "
328,"neutral","diam emasopo ngerti aku meneng terus dadi sugeh "
329,"neutral","kenal aku nga gt lt "
330,"neutral","biar suatu saat pas anaknya ngadu ke bapaknya bapak kenapa aku dulu dikasih nama budi sih kata temen tem "
331,"neutral","pasai aku 24jam dengan buku skema terox"
332,"neutral","chta dulu bar aku save ntar baru ada picntaoalnya aku privasi "
333,"neutral","aku butuh yutup versi"
334,"neutral","aku baru tahu tentang ini dekat malaysia pun sebenarnya dah lama ada tapi kita tak mahu ambil tahu akhirnya merugika "
335,"neutral","aku xtrok mcmnii aku baik lg"
336,"neutral","lately ni selalu terfikir kalau tetiba aku mati macamana dengan fb ig twitter aku macamana pulak dengan password "
337,"neutral","aku dh buat donat semalam doh dia ada lg sikit belum goreng nk pakai yg tu je la buat beger "
338,"neutral","kamu juga "
339,"neutral","mimpi pg tadi real siot rase berdebar tu sampai bangun pon terasa aku drive kete pastu langgar dgn motor "
340,"neutral","kalau aku jumpa dua ekor ni sumpah aku cucuh bara surya atas pale kote dorang "
341,"neutral","apakah ka stiky adalah aku "
342,"neutral","ngaku aja kamu hush pergi"
343,"neutral","coba latihan ngomong sama diri sendiri dulu biar omongan kita lebih terkontrol misalnya kamu mau bilang kamu bodoh k "
344,"neutral","rt aku lukis gambar korang "
345,"neutral","btw itu klo loreal basenya pake primer baby skin oke ga sih atau gausah pake primer lagi aku liat d utub pada gpa "
346,"neutral","inisial orang yang lagi kamu kangenin "
347,"neutral","es ada yg mau jd abang aku "
348,"neutral","mu hai tolong saranin aku concealer buat nutupin dark circle dong yang harganya pas buat kantong mahasiswa misqueen terima kasih "
349,"neutral","saat ada karpet syaf datang kubantu gelar karpetnya 4 syaf 2 di dalam tenda 2 lagi di belakang tenda panas2an b "
350,"neutral","amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara "
351,"neutral","i see blood in my hand aku kira halusinasi ternyata mimisan tjoy "
352,"neutral","hi followback ya aku yg di group "
353,"neutral","mna ada jan ngada2 kamu yg ada mah ama kokoh jason "
354,"neutral","kan sng mcm ni takdelah ego tinggi melangit smpai mampos tak nak baik"
355,"neutral","brp yeoja ada yang mau liatin aku coli "
356,"neutral","interview copywriter apa kelebihan kamuaya kreatif hmmmaya pandai merangkai kata kata hmmmaya ngga pernah "
357,"neutral","aku di rumah aku di kos pacar "
358,"neutral","untung la aku lena pun lambat"
359,"neutral","wb kalo aku open sharing photocard kihno 2pcs member atau postcard dvd member ada yg minat ga "
360,"neutral","idm haloo aku cari anak jakut yg mau diajak ke kondangan temen besok oktober aku cewek "
361,"neutral","pltl ada yang bisa bantuin aku ngirim menfess "
362,"neutral","17's gila ga sih kalo hari gini aku nyari yg jual tiket idealcutinjakarta underprice wtb deh yg green aja reply coba"
363,"neutral","pas baru lahir sama ayah aku"
364,"neutral","ini untuk exfo ya aku pake tiap produk kalau lagi waktunya ada masalah diwajah aja wkwk tapi itu juga pi "
365,"neutral","askmf aku maba dan ada kating di kampus yang asli jepang dia ikut himpunan tapi seringnya sendirian mungkin ka "
366,"neutral","hahaha aku pun fikir benda sama "
367,"neutral","askmf maaf aku bukan sendernya tapi banyak yang jawab madu itu madunya madu apa maju tj boleh ga hehe "
368,"neutral","ok aku jawab yg mana nk jaga arnab tu very simple gais 1 sangkar jangan kerap sangat bg dia main kat luar sebabny "
369,"neutral","weh ye do phone aku punya tak relevant sampai restart sendiri weh haha lepas ni main phone bawah meja jelah"
370,"neutral","selalunya org ckp muka aku ni cm budak2 tpi ni first time aku dgr org ckp aku matang wehh siap nk pnggil aku akak "
371,"neutral","this is the valid reason why im fat weh kesian nanti org tua kecik hati sbb kite tak habiskan makanan dia selagi b "
372,"neutral","mu ada yg pernah belanja di callamary ga itu balesannya sekitar brp hari ya aku udh semingguan ga dibls bls ap "
373,"neutral","wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant "
374,"neutral","aku kaum miskin minta sedekah dong "
375,"neutral","kembalikan energi dengan 5 ritual yang bisa kamu lakukanendiri di rumah "
376,"neutral","pori2 kamu lagi membesar "
377,"neutral","amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara "
378,"neutral","wuuu abe abe nkgi shulat jumaat kertuuu berbaju melayuuuu auwmm k senarnya aku serabut penuh moto nih huhh naik "
379,"neutral","grammy museum behind thecene with bts album pertama yang kamu beli taensduga album pertama eminem jin bts "
380,"neutral","cuma apa yg aku nak tegakkan kat sini ialah please jangan bandingkan telco baru dgn telco lain yang lamabb diora "
381,"neutral","aku cari anai anai tu "
382,"neutral","so tadi aku buat roadblock tahan satu motor budak lelaki tu bawa makwe then aku suruh orang lain check lesen semua lah aku "
383,"neutral","dan setelah salam mendadak berubah lagi menjadi puanass poll seperti semula kupikir ya mungkin aku sedang diuji "
384,"neutral","tadi ada budak laki ni tanya aku course apa metatistik him apebenda tu me bhg matematik him ohh oklah tu "
385,"neutral","bayangkan kamu lagi telfonan sama hanbin ternyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam "
386,"neutral","baru sakit dirumah tbtb ditelp temen yg disekolah dengan nada yg sangat ceria kal aku kerumahmu ya hah ngapain "
387,"neutral","pb di aku 180k masih bisa diskusi ayoo dm"
388,"neutral","meh la buat kenduri doa selamat kat bilik aku pulak please "
389,"neutral","np laneige sleeping mask new 22k aku blm pernah pakai samsek dijual bcs ternyata umurku belum pantas pakai prod "
390,"neutral","idm ada yg mau join ga barang official ga my klo yg rep 50 aku drop direp dan janji pda ikut ya "
391,"neutral","sempena hari jumaat ni aku nak mintak sikit sumbangan dari korang untuk mereka di kemboja sana wang sumbangan kek "
392,"neutral","ermmm tengah chill ah ni saja nak offer kau lemak aku"
393,"neutral","aku nak sangat one day aku bole cakap dekat ibu ibu cakap je ibu nak apa saya beli ibu cakap je ibu nak pergi mana say "
394,"neutral","ank pertama masuk lb pkul 7malam bersalin pkl 1 50 petang ank pertama aku hampir tewas lastly aku mampu melawan "
395,"neutral","baikkkk sudah cukup cukup sudah dengan coffee painting rt dan aku lukis muka korang guna charcoal pencil tak semua aku "
396,"neutral","aku menyeru pada para pengkaji paranormal untuk mengkaji tentang watson guardian pasal masuk nak beli sabun je balik balik "
397,"neutral","np aku jual barang baran yg di foto murah bgt kaos kaki 8rb pcs dan casenya cuma 55k ada shopee yg minat atau m "
398,"neutral","diorean aku update "
399,"neutral","sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt "
400,"neutral","mfs folowan rt ja ntar aku folow follback tpi"
401,"neutral","ni nak femes je sebenarnya "
402,"neutral","dear temen tolong lah ya setiap gue yang fotoin kalian hasilnya pada cakep elok cantik dan sedap dipandangedangkan gil "
403,"neutral","thread aku manaaa"
404,"neutral","selain aku siapa jugak macam niet brightness fon paling lowest tapi still rasa masih terang kita geng "
405,"neutral","haih stop it la gais idk knp korang ni minat sangat sebar khabar angin pasal aku "
406,"neutral","loh kan aku emang taken sama kamu "
407,"neutral","aku tu disebelah jadi dawon udah lama sih tapi semi "
408,"neutral","tls followan ama aku yukk rep rt kita temenan"
409,"neutral","ada yang lebih besar dari punya suami aku "
410,"neutral","amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara "
411,"neutral","mana yg bilang toge seribu ama cabe 2rb dpt banyak hah mana mau aku unyeng2 mulutnya pake cabe tuh liat toge seri "
412,"neutral","boleh dikatakan kawan abang aku tiap2 minggu kawan dia kahwen "
413,"neutral","albums dong bantuin aku buk waduh waduh"
414,"neutral","nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https "
415,"neutral","karena warisan dari orang tua kenapa ga pindah meski itu cuma warisan meskipun aku belum terlalu alim masih "
416,"neutral","bnyk pe views tk credits nmpk baru prasan ni vid padahal yg amek bukan de aku yg amek "
417,"neutral","iyaa aku udah ngepost banyak tp blm dapet yg riku "
418,"neutral","aku bengang lah dgn mi org tengah tak sihat la dia nak cari pasal"
419,"neutral","give away karena aku baru aja ngajuin perbaikan tiket karena kesalahan nama di tiket pesawat jadi aku mau adain give "
420,"neutral","setia ngga sama ongniel masih aja nanya kayak gini nggak aku mau bubarin ongniel aku mau rebut ong dari danie "
421,"neutral","saat kita pertama bertemu aku tidak tau jika kamu akan menjadi hal yg penting bagi ku"
422,"neutral","beneran nih ntar coba aku tanya g o managernya"
423,"neutral","redbus nie mmg fakof teruk eh dua kali aku guna dua dua kali tak leh pakai book seat lain dpt seat lain "
424,"neutral","lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar "
425,"neutral","ditanya 'kamu kenapa kalau ada masalah ayo selesain baik baik kalau aku ada salah bilang kalo kamu puny "
426,"neutral","pernah ada pengalaman ni punya la kumpul duit sebab dia ada financial problem sume bil "
427,"neutral","duduk aku disini diatas kursi dari kayu pena kupegang ditangan kanan dan kertas putih diatas meja"
428,"neutral","pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang "
429,"neutral","sejak kejadian tersebut aku jadi ok teruk"
430,"neutral","crush aku di straykids "
431,"neutral","temen temen yg ada di mineral town dan sekitarnya bisa tolong dibeli ya dagangan bapak ini beliau sudah sakit sakitan tapi "
432,"neutral","yatapi kalau ga ada bapak negara aku ga kebayang sih gimana aku bisa lewatin usia 25 ke atas dengan baik baik saja "
433,"neutral","aku teringat bapak aku prnh ckp mcm tu "
434,"neutral","terus kata senior gw lagi deki kalo kamu capek move on mending kamu berdoa gini 'ya tuhan kalo saya gabisa move "
435,"neutral","apa cuma aku yg gak ngerti itu mvnya am cb ceritanya lagi ngapain komen sih banyak yg suka tapi aku gak dong ik "
436,"neutral","punya tp tida untuk dibagi'' hanya untuq kdn "
437,"neutral","karena warisan dari orang tua kenapa ga pindah meski itu cuma warisan meskipun aku belum terlalu alim masih "
438,"neutral","kena game bapak ahhhhh wey geng tak semua laki boleh terima masa silam yg gelap seseorg pmpn tau even aku send "
439,"neutral","sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt "
440,"neutral","pernah makan di der carbin bistro bandareri alam masai jb tak pernah solat di ruang solat kontena kat bawah tu tak in "
441,"neutral","origin yg crack ada ngn aku bawak hardisk haha"
442,"neutral","sempena hari jumaat ni aku nak mintak sikit sumbangan dari korang untuk mereka di kemboja sana wang sumbangan kekurangan l "
443,"neutral","kalo lagi berdua sama gebetan terus salah satu main hape mulu kemungkinan ada dua 1 lagi ngurus kerjaannya 2 dia nggak "
444,"neutral","kalau malaysia ada the purge dua ekor keling ni aku cari aku siat2 kulit aku bakar punai sekor2 aku seksa cukup2 "
445,"neutral","sudah aku follow ya btw di sebelah mana sih j amp t nangor tau ga "
446,"neutral","ni nak femes je sebenarnya "
447,"neutral","tengah jenguk ampaian kat luar tetiba ada budak bilik depan ni hi kak kat aku "
448,"neutral","sbb tu bila tak belajar hadis jngn tafsir sndiri sbb akan salah lagi2 guna sheikh google search hadith pastu siap sila tabayyu "
449,"neutral","adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better "
450,"neutral","sebenarnya takde ciri pun bila dah sayang someone tu dia gelap pun kita suka dia putih pun kita suka dia tak hensem pu "
451,"neutral","'taeyong buka dengerin aku aku bisa jelasin' jalan pak rh "
452,"neutral","weh aku gi kelas tadi and paling bangang dalam hidup aku aku lupa nak tanda attendant apa yang bodohangat hang ni kinnnn meroyan jap "
453,"neutral","aku ke kampus untuk seminar hasil ketemu wong2 podo kabeh takok e kok kluyuran ae ben dikiro maba a "
454,"neutral","yea kayu ko pnggil aku kan"
455,"neutral","kejadiannya gini jadi sektar pertengahan thn "
456,"neutral","apa hadiah terakhir yang kamu terima make up "
457,"neutral","family dh book villa utk raya cina pastu abg kata villa tu 4 bilik mak papa 1 bilik bangnan 1 bilik bangwan 1 "
458,"neutral","korang tahu tak ada apps namaocar untuk sewa keretaekarang tengah ada banyak promotion sbb baru lagi aku baru tempah k "
459,"neutral","miss lanjut miss aku kangen logate cece2 galaxy miss ayotalaaa"
460,"neutral","kek mana lah yeen d medan pun gk jumpa nya aku sama kau pulang ajalah aku "
461,"neutral","giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga "
462,"neutral","calon kamu"
463,"neutral","ohhh iya aku baru mudeng"
464,"neutral","siang happy friday sholat jum'at nya jangan lupa ya aku habis ada kegiatan terus nanti ada latihan bareng team j s "
465,"neutral","aku tengok member yang keluar pergi sana sini tak habis2 duit diorang guna ilmu apa aku makan terlebih 10 ringgit sikit "
466,"neutral","rlt kakk aku mau jumatan tapi ngantuk bgtt semangatin aku dong huhu "
467,"neutral","start 0 05 dia terus jadi rosenicotine "
468,"neutral","kawan aku yg pakwe dia kaki pukul dia tu no 4 kena pukul ke apa ke lambat dia nak marah lpstu cepat pulak sejuk hatinya "
469,"neutral","gengss help rt yaaa aku jual ini nih sm postcard dvd daniel 60k aja yg member set tinggal jaehwan jisung daehwi "
470,"neutral","terus ga lama kemudian ada nonik sekitar umur 11 taun dtg sama sus nya nyamperin cici yg drtd chit chat "
471,"neutral","di kepala aku kok ya jelas sekali semua adegan2nya bisa di buat skrip film ini "
